building_id, mean_temp, std_temp, pct_above_18, pct_below_15
10000,14.012339,6.367431,30.941015,55.542295
10009,11.000136,5.811144,16.671273,74.972359
10014,14.744170,7.037733,38.263675,52.808371
10019,14.735524,7.030325,38.149154,52.929268
10029,10.616037,6.317332,18.255632,74.513018
10031,12.507073,6.278432,24.044722,66.395133
10051,13.289040,5.999085,25.976936,62.859924
10053,11.366494,6.261218,19.951075,72.410525
10056,14.220115,6.179461,31.763455,57.061750
10064,12.716969,6.964228,28.791371,62.756883
10075,15.156939,6.440520,39.120882,47.456055
10079,15.094354,7.313911,41.900015,49.449741
10080,15.777741,7.280586,46.365765,44.711034
10082,16.465721,6.713345,48.643497,40.561377
10083,15.639248,7.120808,44.855519,45.886354
10084,15.100585,7.150542,40.906490,50.266526
10085,15.868862,7.192792,46.183039,44.725667
10086,14.391525,7.215616,37.256646,53.018850
10087,15.073206,7.275520,41.532406,49.897132
10089,13.989764,7.276278,35.458612,56.364015
10090,14.289772,6.618760,36.617204,51.196383
10093,14.095290,6.567366,33.377386,56.457309
10094,14.194041,6.761508,35.376785,54.925847
10097,14.352952,6.862347,37.789673,51.308832
10117,15.464972,6.682106,44.116540,44.475395
10119,14.087564,6.751740,35.080179,54.697632
10120,15.281836,8.031456,46.168776,47.716275
10124,13.865678,7.032471,34.564336,56.069520
10126,13.395547,6.636762,29.661137,61.092481
10128,17.426230,6.706339,56.032878,34.885886
10136,15.423200,7.273070,44.307790,46.891158
10144,12.107175,6.127344,21.810514,68.903449
10145,10.648822,5.892590,16.560691,75.296574
10150,14.959979,7.495508,41.195779,50.742726
10161,13.448710,7.030556,31.809773,59.473175
10165,13.053292,6.732528,29.065021,62.059259
10167,13.231429,6.814880,30.187673,60.853695
10168,13.192333,6.901101,30.320608,60.489970
10174,16.575946,6.973660,49.406730,41.379238
10176,16.650126,6.857895,49.758672,40.739144
10177,16.617854,6.787653,49.088378,40.972129
10180,16.483852,6.869991,48.185384,42.153765
10182,16.734231,6.319519,50.860261,37.534469
10198,14.428364,7.342060,38.627762,53.217547
10199,17.241288,6.977046,53.889584,37.674656
10200,12.822395,7.259003,30.670315,61.663779
10201,15.949518,7.272132,47.055565,44.649177
10202,13.545864,7.495538,34.037815,58.643657
10203,16.803875,6.612298,51.215416,38.888004
10204,14.764620,7.063935,39.035507,51.730851
10205,11.444451,6.667189,23.168089,69.392606
10206,10.122019,6.363295,17.545148,76.322729
10207,11.382380,6.614982,22.644718,69.827653
10208,9.475866,5.542433,11.935778,82.345036
1021,16.748175,6.380143,48.787788,39.599234
10215,15.466508,7.149691,44.253537,46.602863
10219,14.156479,7.303288,37.307605,54.168465
1022,17.772280,6.221636,57.556160,31.853989
1023,18.974526,5.845240,65.207042,25.130077
1024,18.291290,5.931218,60.493345,28.963120
10243,16.609494,6.202042,48.990305,38.130054
10244,15.569027,6.620873,44.097657,43.513385
10245,16.654522,6.210931,49.195847,37.894079
10247,15.605939,6.618947,44.632785,43.119708
Execution time: 16.7767 seconds
