building_id, mean_temp, std_temp, pct_above_18, pct_below_15
10000,14.012339,6.367431,30.941015,55.542295
10009,11.000136,5.811144,16.671273,74.972359
10014,14.744170,7.037733,38.263675,52.808371
10019,14.735524,7.030325,38.149154,52.929268
10029,10.616037,6.317332,18.255632,74.513018
10031,12.507073,6.278432,24.044722,66.395133
10051,13.289040,5.999085,25.976936,62.859924
10053,11.366494,6.261218,19.951075,72.410525
10056,14.220115,6.179461,31.763455,57.061750
10064,12.716969,6.964228,28.791371,62.756883
10075,15.156939,6.440520,39.120882,47.456055
10079,15.094354,7.313911,41.900015,49.449741
10080,15.777741,7.280586,46.365765,44.711034
10082,16.465721,6.713345,48.643497,40.561377
10083,15.639248,7.120808,44.855519,45.886354
10084,15.100585,7.150542,40.906490,50.266526
10085,15.868862,7.192792,46.183039,44.725667
10086,14.391525,7.215616,37.256646,53.018850
10087,15.073206,7.275520,41.532406,49.897132
10089,13.989764,7.276278,35.458612,56.364015
10090,14.289772,6.618760,36.617204,51.196383
10093,14.095290,6.567366,33.377386,56.457309
10094,14.194041,6.761508,35.376785,54.925847
10097,14.352952,6.862347,37.789673,51.308832
10117,15.464972,6.682106,44.116540,44.475395
10119,14.087564,6.751740,35.080179,54.697632
10120,15.281836,8.031456,46.168776,47.716275
10124,13.865678,7.032471,34.564336,56.069520
10126,13.395547,6.636762,29.661137,61.092481
10128,17.426230,6.706339,56.032878,34.885886
10136,15.423200,7.273070,44.307790,46.891158
10144,12.107175,6.127344,21.810514,68.903449
10145,10.648822,5.892590,16.560691,75.296574
10150,14.959979,7.495508,41.195779,50.742726
10161,13.448710,7.030556,31.809773,59.473175
10165,13.053292,6.732528,29.065021,62.059259
10167,13.231429,6.814880,30.187673,60.853695
10168,13.192333,6.901101,30.320608,60.489970
10174,16.575946,6.973660,49.406730,41.379238
10176,16.650126,6.857895,49.758672,40.739144
10177,16.617854,6.787653,49.088378,40.972129
10180,16.483852,6.869991,48.185384,42.153765
10182,16.734231,6.319519,50.860261,37.534469
10198,14.428364,7.342060,38.627762,53.217547
10199,17.241288,6.977046,53.889584,37.674656
10200,12.822395,7.259003,30.670315,61.663779
10201,15.949518,7.272132,47.055565,44.649177
10202,13.545864,7.495538,34.037815,58.643657
10203,16.803875,6.612298,51.215416,38.888004
10204,14.764620,7.063935,39.035507,51.730851
10205,11.444451,6.667189,23.168089,69.392606
10206,10.122019,6.363295,17.545148,76.322729
10207,11.382380,6.614982,22.644718,69.827653
10208,9.475866,5.542433,11.935778,82.345036
1021,16.748175,6.380143,48.787788,39.599234
10215,15.466508,7.149691,44.253537,46.602863
10219,14.156479,7.303288,37.307605,54.168465
1022,17.772280,6.221636,57.556160,31.853989
1023,18.974526,5.845240,65.207042,25.130077
1024,18.291290,5.931218,60.493345,28.963120
10243,16.609494,6.202042,48.990305,38.130054
10244,15.569027,6.620873,44.097657,43.513385
10245,16.654522,6.210931,49.195847,37.894079
10247,15.605939,6.618947,44.632785,43.119708
10249,16.121165,6.232155,45.976624,40.452693
1025,17.523913,6.333028,56.016014,33.873656
10251,12.175638,7.589443,29.171163,65.167263
10252,11.992395,7.614802,27.493796,67.029817
10255,11.924784,7.226708,25.799710,67.970000
10257,15.235316,7.293770,40.734362,51.251465
10259,12.643516,7.628734,30.446014,63.863197
1026,18.546628,5.714239,61.954698,26.829791
10260,13.662663,7.209783,33.642887,58.171109
10262,14.715415,7.445354,39.055359,53.175118
10263,16.737930,7.074358,49.393143,41.798217
10265,15.084597,7.166007,40.792717,50.565848
10267,16.265207,7.476208,48.967021,43.159671
10268,16.935543,6.978349,51.358855,39.753868
10269,18.600499,6.789514,61.863742,30.435800
1027,14.656343,6.669511,35.630642,52.640001
10276,13.207772,6.971696,30.486735,61.731792
10277,13.537843,7.044624,32.543950,59.476752
10279,13.924158,7.008405,36.132125,55.004689
10281,13.017538,6.874180,31.270833,60.025000
10282,14.265234,6.788348,37.693189,51.453478
10285,13.977991,7.041055,35.409403,56.597993
10288,14.538879,6.821347,36.321307,53.667776
10291,12.223792,6.737663,25.168721,66.234879
10292,11.179804,6.445345,20.075696,72.585014
10303,17.624522,6.581219,55.597369,34.552832
10306,14.258894,7.368904,37.096631,55.585899
1031,12.153729,6.847766,25.772338,66.444867
10311,16.352129,6.581737,48.192443,41.000071
10312,16.432991,6.453772,47.644010,41.263105
10315,16.717925,6.396650,49.795689,39.024129
10316,15.963955,6.603241,44.951204,43.614901
10318,17.494981,6.315942,56.695121,32.083465
10323,14.294682,7.366449,38.071628,53.329482
10324,16.409035,7.020616,49.327497,41.423994
10330,14.981200,7.182183,40.825848,49.598018
10334,15.035180,7.194027,41.301356,48.994637
10337,13.953163,6.840563,33.932338,57.003726
10340,13.433712,7.500062,32.833248,60.382732
10349,13.646503,7.363286,34.234992,58.298700
10350,16.618510,7.269805,50.722346,40.646770
10354,12.319110,6.728473,25.995318,65.039061
10356,12.460359,6.905738,26.985747,64.916380
10357,11.870614,6.857098,23.799658,69.150442
10363,15.904776,6.929131,45.714803,44.589658
10366,15.787212,6.835447,43.862217,45.459676
10370,15.606016,7.676844,46.577650,46.143143
10371,12.755897,6.917180,27.564200,63.782734
10372,15.670932,7.173795,44.871725,46.946160
10376,14.448112,6.558191,35.316066,52.731805
10382,16.920197,6.335643,51.098728,36.851283
10386,15.165751,6.705111,39.427018,49.434483
10388,16.380233,6.662840,48.468555,40.798498
10394,14.593790,7.005259,37.900433,52.383317
10396,15.396268,6.995892,42.489301,47.599005
10401,17.075885,6.758532,50.734459,39.632701
10405,17.722850,7.103782,57.466651,34.898477
10417,16.041945,6.709193,45.703139,43.349798
10422,15.154734,7.147912,42.464889,48.331229
10430,14.108639,6.915131,35.353614,55.518963
10437,13.819695,7.791324,37.745023,55.792144
10447,17.150727,6.410502,52.646819,35.816753
10455,15.189673,7.051578,41.825541,48.780073
10456,14.454161,6.628371,36.500779,52.249187
Execution time: 41.5568 seconds
